"scenario_id","scenario_name","prompt","question","total_correct_answers","total_candidates","total_candidate_correct_answers","average_score"
"b9ae9e27-57c6-4910-a895-d9e0dceec1f8","03 - Trauma - blunt, burn, ARDS","Patient’s blood pressure improved with the initial fluid resuscitation and was stable to go to the CT scanner. The trauma CT showed no new findings beyond what you’ve already found. Patient was then transferred to the Trauma/Burn ICU. ","The SICU residents asks what are your priorities for the next 6-12 hrs. What will they be?","6","2","4","0.33333333333333333334"
"b9ae9e27-57c6-4910-a895-d9e0dceec1f8","03 - Trauma - blunt, burn, ARDS","You are at a level 1 trauma center receiving a 22 year old male found down outside a burning apartment building. The other tenants identified the patient for EMS and confirmed he lived on the 4th floor. No one knows whether he fell from the 4th floor. He was unresponsive on scene. Pre-hospital interventions include rapid-sequence intubation without paralytic, placing a cervical collar and starting a peripheral IV. On arrival to the trauma bay, Initial vitals are SBP 90s, HRs 120s and oxygen sats 95% on 100% O2 via bag-mask. EMS estimates the patient is 100 kg","How will you proceed? ","7","1","3","0.42857142857142857143"
"b9ae9e27-57c6-4910-a895-d9e0dceec1f8","03 - Trauma - blunt, burn, ARDS","Your chest x-ray shows 4 rib fractures and a pneumothorax. **If they placed chest tube- chest tube is in appropriate position with small pneumothorax**
Pelvis x-ray shows bilateral pelvic rami fractures and left sacroiliac joint widening. There is a left femur fracture. FAST is normal
","How will you proceed?","4","2","5","0.62500000000000000000"
"b9ae9e27-57c6-4910-a895-d9e0dceec1f8","03 - Trauma - blunt, burn, ARDS","Your initial assessment shows
Airway confirmed- ETT in correct position by color capnography. 
Breathing: no left breath sounds, assymetric chest rise with left moving less than right.
Circulation: There is no obvious external bleeding. Femoral and carotid pulses palpable bilaterally. The pelvis is questionably stable. You now have 2 large bore peripheral IVs
Patient is disrobed and shows no external bleeding. There are 2nd and 3rd degree burns to the entire anterior torso and the majority of the left am. There is soot all over the face and neck. You estimate the patient is 100 kg
Initial GCS is 8T. Pupils are equal and reactive bilaterally
Patient is on the monitor and new vitals are HR 130, SBP 89, O2 sat 92% on 100% O2.","How will you proceed?","5","2","4","0.40000000000000000000"
"b9b3e344-b92a-45eb-8e6e-0ff78a6f1516","Placeholder 1","Placeholder #1 prompt","Placeholder # 1 question","2","1","2","1.00000000000000000000"
"c1654565-fb31-48d5-ace4-2e3d783dd2b4","Benign Breast Scenario","A 45F presents to your clinic who was found to have an architectural distortion of her left breast on her screening mammogram. Her PMH is significant for HTN, HLD and obesity. Her PSH is significant for a C section. She is considered average risk upon assessment with Gail model and she has no concerning family history. The exam is without masses, LAD, skin changes or nipple discharge.","What is your next step in the evaluation of this patient?","2","2","2","0.50000000000000000000"
"c1654565-fb31-48d5-ace4-2e3d783dd2b4","Benign Breast Scenario","Final pathology shows atypical ductal hyperplasia only.","How would you counsel the patient?","1","1","1","1.00000000000000000000"
"c1654565-fb31-48d5-ace4-2e3d783dd2b4","Benign Breast Scenario","Let’s change the scenario again. Now, the INITIAL biopsy results show a LCIS classic type. ","How would you counsel the patient?","2","1","2","1.00000000000000000000"
"c1654565-fb31-48d5-ace4-2e3d783dd2b4","Benign Breast Scenario","Let’s change the scenario again. Now, the INITIAL biopsy results show a LCIS pleomorphic type. ","How would you counsel the patient?","2","1","2","1.00000000000000000000"
"c1654565-fb31-48d5-ace4-2e3d783dd2b4","Benign Breast Scenario","Ok, let’s change the scenario a little bit. Now, the INITIAL biopsy results show a radial scar. ","How would you counsel the patient?","1","1","1","1.00000000000000000000"
"c1654565-fb31-48d5-ace4-2e3d783dd2b4","Benign Breast Scenario","(Prompt Continues)","Please describe how you would do the procedure?","3","3","3","0.33333333333333333333"
"c1654565-fb31-48d5-ace4-2e3d783dd2b4","Benign Breast Scenario","The diagnostic mammogram redemonstrates a 2 cm area of architectural distortion, BIRADS 4. The breast US does not show a corresponding mass so a stereotactic biopsy was undertaken. The biopsy reveals atypical ductal hyperplasia. ","How would you counsel the patient?","2","2","2","0.50000000000000000000"
"c1654565-fb31-48d5-ace4-2e3d783dd2b4","Benign Breast Scenario","Your path comes back from your excisional biopsy with positive margins.
"," Does she need re-excision?","1","1","1","1.00000000000000000000"
"c4cd35e0-4727-4722-9ac0-df2e1d4a9fbf","14c - Endocrine - Hyperthyroidism","A 35 year old female is referred to your office by her primary care physician with a recent diagnosis of hyperthyroidism and an enlarged thyroid. Laboratory work-up revealed a TSH of <0.01 mg/dL with elevated free T3 and free T4. She was started on methimazole 4 weeks ago. She does not have a family history of endocrine malignancy, but does note that several family members have ""overactive thyroid"". She is a non-smoker and non-drinker. On review of symptoms, she denies any ocular symptoms. Physical exam reveals an enlarged thyroid with a palpable nodule on the right.","What is your differential diagnosis for this patient and how would you like to proceed?","5","2","7","0.70000000000000000000"
"c4cd35e0-4727-4722-9ac0-df2e1d4a9fbf","14c - Endocrine - Hyperthyroidism","Can you explain how you would perform a total thyroidectomy?","","9","1","9","1.00000000000000000000"
"c4cd35e0-4727-4722-9ac0-df2e1d4a9fbf","14c - Endocrine - Hyperthyroidism","Let's say that his scintigraphy revealed diffuse uptake throughout his entire thyroid gland.","Would this change your diagnosis and recommendations or management?","4","2","5","0.62500000000000000000"
"c4cd35e0-4727-4722-9ac0-df2e1d4a9fbf","14c - Endocrine - Hyperthyroidism","Repeat blood work obtained shows that TSH is still suppressed at <0.01 mg/dL, however free T3 and free T4 are now within the normal range. Thyroid-stimulating immunoglobulin is at the upper limit of normal. CBC and hepatic panels are unremarkable. Ultrasound reveals an enlarged hypervascular thyroid gland. There is also a 2 cm thyroid nodule in the right lobe that is solid, hyperechoic, with regular borders that correlates with your physical exam.","How would you proceed?","2","1","2","1.00000000000000000000"
"c4cd35e0-4727-4722-9ac0-df2e1d4a9fbf","14c - Endocrine - Hyperthyroidism","The patient undergoes scintigraphy which shows discrete uptake within the right thyroid nodule. The patient re-presents to your office to discuss these results and what your recommended treatment would be.","What is your diagnosis and what are the definitive treatment options exist for this patient?  ","3","2","4","0.66666666666666666667"
"c4cd35e0-4727-4722-9ac0-df2e1d4a9fbf","14c - Endocrine - Hyperthyroidism","What would you do if you lost signal to the nerve on the first half of the thyroidectomy?","","5","1","2","0.40000000000000000000"
"c58144f9-3671-44b0-b21d-4bdc1c6d9af8","04b - Endocrine - Hyperparathyroidism","A 60 year old female is referred to your office after her primary care physician noted that she had elevated calcium on routine labs to 10.7  mg/dL. Additional laboratory work revealed a PTH of 200 pg/mL. She has no other past medical or surgical history. She has no contributing family history. She has no history of kidney stones. She has never had a bone scan. She does not take any medications currently. Her physical exam is completely unremarkable. She was sent to your office for further management.","What is your working diagnosis at this time and what additional blood work would you like to obtain to confirm the diagnosis?","5","73","150","0.41095890410958904110"
"c58144f9-3671-44b0-b21d-4bdc1c6d9af8","04b - Endocrine - Hyperparathyroidism","Her additional blood work reveals normal GFR and 25-OH Vitamin D within normal limits. 24-hr urinary calcium is 300 mg/day with normal creatinine within the specimen. The patient asks whether or not you think she needs surgery. ","Describe how you would counsel the patient at this point and if there are any other tests that you would want to obtain to aid in the decision.","7","53","180","0.48517520215633423181"
"c58144f9-3671-44b0-b21d-4bdc1c6d9af8","04b - Endocrine - Hyperparathyroidism","Ultrasound reveals a normal appearing thyroid gland without any nodularity. Posterior to the right inferior pole of the thyroid gland is a hypoechoic nodule measuring 1.0 x 0.8 cm that look suspicious for parathyroid adenoma. ","Can you describe how you would perform parathyroidectomy in this patient?","9","72","458","0.70679012345679012346"
"c58144f9-3671-44b0-b21d-4bdc1c6d9af8","04b - Endocrine - Hyperparathyroidism","What would you do if you performed all of these maneuvers and still could not locate the last gland and the PTH levels remain high?","","2","27","45","0.83333333333333333333"
"c58144f9-3671-44b0-b21d-4bdc1c6d9af8","04b - Endocrine - Hyperparathyroidism","You convert to a bilateral neck exploration. You first identify a normal appearing right superior parathyroid gland that is not enlarged or adenomatous. You perform a similar procedure on the contralateral side and find a left superior parathyroid that is also normal appearing. You are unable to find the left inferior parathyroid gland and the PTH remains elevated.","What are some maneuvers that can be utilized to identify a missing left inferior parathyroid gland?","5","53","119","0.44905660377358490566"
"c58144f9-3671-44b0-b21d-4bdc1c6d9af8","04b - Endocrine - Hyperparathyroidism","You explain to the patient that you would like to perform a few more tests to assess possible end organ effects of her primary hyperparathyroidism. Her DEXA scan reveals osteoporosis in the femoral neck with a T-score of < 2.7. A renal ultrasound reveals non-obstructing, but present nephrolithiasis bilaterally. Upon further history taking, she also endorses significant brain fog that started about a year ago. ","Based on this information, would you offer parathyroidectomy to this patient? Are there any additional tests that you would want to obtain prior to proceeding to OR?","3","64","138","0.71875000000000000000"
"c58144f9-3671-44b0-b21d-4bdc1c6d9af8","04b - Endocrine - Hyperparathyroidism","You perform your focused parathyroidectomy. Your baseline PTH is 450 pg/mL. You readily identify a right inferior parathyroid gland that is adenomatous consistent with your ultrasound. You remove this gland and check levels at 5-, 10-, and 15-minutes. Frozen section reveals enlarged and hypercellular parathyroid adenoma. 15-minutes, the PTH level is still elevated at 200 pg/mL. ","What is your next step?","2","57","87","0.76315789473684210526"
"c58144f9-3671-44b0-b21d-4bdc1c6d9af8","04b - Endocrine - Hyperparathyroidism","You ultimately find the left inferior gland in the thymus and it is clearly abnormal. Given that you have two upper glands remaining, you resect this gland and the PTH levels drop into the normal range suggesting a biochemical cure. ","How would you manage this patient post-operatively?","2","31","42","0.67741935483870967742"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","A 32-year-old woman presents to your Breast Clinic for evaluation of a breast mass.  She is 13 weeks pregnant and this is her first pregnancy.  She felt a lump in her right breast one week ago while she was in the shower. It is not painful and there are no skin changes. She is otherwise healthy and takes no medications.  She has never had surgery before. She does not smoke or drink alcohol.  She has no history of breast abnormalities.  She is adopted.  

Vital signs are normal. On exam you see a visible mass in the upper outer quadrant of right breast when the patient lifts her arms above her head. There is no erythema, skin dimpling, nipple retraction, or nipple discharge. The mass is approximately 3cm on palpation, mobile, and non-tender in the upper outer quadrant and there is dense breast tissue throughout. Left breast exam is unremarkable.  Exam of the axillary, cervical and supraclavicular lymph nodes is normal","What additional workup would you like?","3","2","3","0.50000000000000000000"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","Diagnostic mammogram reveals a 3 cm x 2 cm mass in the upper outer quadrant on the right, BIRADS 4. Ultrasound reveals a 3 cm irregular shaped mass in the right breast with irregular margins. Right axillary US is normal. The left breast and axilla are unremarkable. ","What would you like to do next?","2","2","2","0.50000000000000000000"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","Is chemotherapy safe to give in all trimesters?","","1","2","2","1.00000000000000000000"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","Is hormone therapy safe in pregnancy?","","1","2","2","1.00000000000000000000"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","Is sentinel lymph node biopsy safe to perform during pregnancy?","","2","2","4","1.00000000000000000000"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","Is Trastuzumab (Herceptin) safe to administer during pregnancy?","","1","2","2","1.00000000000000000000"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","Let's change the scenario again. Now she presents in her 32nd week of pregnancy with clinical and radiographically node negative disease, ER/PR positive, Her 2 Neu positive. ","How and when would you proceed with treatment? ","6","1","3","0.50000000000000000000"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","Let’s change the scenario: The patient is now in her first trimester, 9 weeks pregnant, and presents with the same mass, biopsy confirmed triple negative invasive ductal carcinoma, but also has ipsilateral palpable lymphadenopathy; axillary ultrasound reveals an abnormal node. ","How would you proceed?","5","2","5","0.50000000000000000000"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","Pathology of the mass returns as high-grade invasive ductal carcinoma, ER/PR negative, Her2/Neu negative. ","What would you like to do next?","4","1","3","0.75000000000000000000"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","Should you order a Breast MRI during pregnancy?","","1","2","2","1.00000000000000000000"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","The biopsy of the axillary lymph node reveals triple negative metastatic disease. No distant metastasis is found on your staging workup.","What operation do you recommend for this patient and when would you proceed with surgery?","2","2","3","0.75000000000000000000"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","What is your differential diagnosis?","","6","1","2","0.33333333333333333333"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","What treatment options do you discuss with this patient?","","3","2","6","1.00000000000000000000"
"c6f1bfc6-e11c-4ddf-a073-de7c887251e1","12d - Breast - Pregnancy","You proceed with a modified radical mastectomy.","What adjuvant therapies will this patient need and when would you start them?","2","1","1","0.50000000000000000000"
"c9e480e5-d864-4699-aeef-a2e7b8eba8a9","02 - Trauma - Penetrating 01","A 30 yo male is brought to your ER after he sustained a gunshot wound to the right abdomen.  EMS reports no past medical or surgical history.","What is your initial management?","5","106","324","0.61132075471698113208"
"c9e480e5-d864-4699-aeef-a2e7b8eba8a9","02 - Trauma - Penetrating 01","A: Patient has an open airway, he his yelling about pain in his right side
B: There are bilateral breath sounds. Initial pulse ox shows 95% on RA
C:  No external signs of hemorrhage, initial heart rate is 120; initial BP 110/80
D:  GCS 15
E: Abdomen shows a single wound 1 cm to the right and inferior to the umbilicus, no exit wound identified
","What else would you like to do?","7","103","408","0.56588072122052704577"
"c9e480e5-d864-4699-aeef-a2e7b8eba8a9","02 - Trauma - Penetrating 01","CXR normal- no free air, no bullet in the chest
Pelvic Xray -bullet next to spine on right side, nondescript bowel gas pattern. 
FAST (if obtained) +RUQ fluid
AMPLE history: no allergies, medications or past medical history. Last oral intake was 1 hour ago. The patient is up to date on tetanus. He was minding his own business when somebody shot him.
Repeat vital signs- HR 130, BP 90/50, Sa02 95%","You are now in the OR. Please describe your surgical approach.","6","104","449","0.71955128205128205128"
"c9e480e5-d864-4699-aeef-a2e7b8eba8a9","02 - Trauma - Penetrating 01","Here are your findings: 
1.	Small bowel and small bowel mesentery are normal
2.	Proximal transverse colon has a 1 cm tangential, but full thickness injury
3.	Capsular injury and bleeding from anterior liver edge
4.	Hematoma in 2nd portion of the duodenum.
","How would you proceed?","4","103","308","0.74757281553398058252"
"c9e480e5-d864-4699-aeef-a2e7b8eba8a9","02 - Trauma - Penetrating 01","What if the duodenal defect was 4 cm, irregular and >50% circumference. ","How would you repair that?","3","71","124","0.58215962441314553991"
"c9e480e5-d864-4699-aeef-a2e7b8eba8a9","02 - Trauma - Penetrating 01","What would you do if there is also a retroperitoneal hematoma to the right of midline in the lower abdomen near the pelvic brim?","","5","58","169","0.58275862068965517241"
"c9e480e5-d864-4699-aeef-a2e7b8eba8a9","02 - Trauma - Penetrating 01","You did not find any injury to the pancreas head. You explored the duodenal hematoma and ligated a bleeding vessel.  There is a 1 cm duodenal injury to the lateral wall of the 2nd portion of the duodenum encroaching upon the posterior pancreatic head.  ","How would you proceed?","5","88","243","0.55227272727272727273"
"c9e480e5-d864-4699-aeef-a2e7b8eba8a9","02 - Trauma - Penetrating 01","You do that and see a right common iliac vein laceration and right external iliac artery injury involving  at least 50% of the artery.","What would you like to do?","5","54","154","0.57037037037037037037"
"d714efc7-b8bc-42a4-afb4-4b4bd128082c","08d - GI - Rectal CA","A 50-year-old male presents to your clinic with rectal bleeding. He was referred from his gastroenterologist after he underwent his first screening colonoscopy which revealed a mass in his rectum at approximately 10cm from the anal verge.  This was biopsied and revealed rectal cancer.  The rest of the colon was unremarkable.  The patient is otherwise healthy and has never had abdominal surgery.  He has no family history of colon or rectal cancer.  His abdominal exam is unremarkable.  You perform a proctoscopy in the clinic which confirms an anterior mass at about 9cm from the anal verge.","What are the next steps in evaluation and management of this patient?","4","24","86","0.89583333333333333333"
"d714efc7-b8bc-42a4-afb4-4b4bd128082c","08d - GI - Rectal CA","Based on NCCN guidelines, the patient has Stage 1 disease.","What is your next step in management?","2","22","33","0.75000000000000000000"
"d714efc7-b8bc-42a4-afb4-4b4bd128082c","08d - GI - Rectal CA","Let’s change the scenario again.  A 65-year-old male presents to the ED complaining of abdominal pain, fullness, and not passing gas or having a bowel movement for over a week.  He states he usually has a bowel movement daily.  Lately, his bowel movements have been bloody and smaller in caliber; he feels like he has been having fully evacuating.  He has a history of diabetes, hyperlipidemia, hypertension, but no cardiac disease.  He had a colonoscopy around age 50 during which some polyps were found, but he never had a repeat.  

His vitals are: T 37.3, HR 75, BP 135/90, RR 18 on RA.  On exam, his abdomen is soft but distended, non-tender.  His digital rectal exam reveals some scant blood but no stool; you cannot palpate any lesions. His WBC is 12,000.  A CT scan shows likely obstructing mass in the rectum with proximal dilation of the colon, intact ileocecal valve with no small bowel dilation.  ","What are your operative options for this patient with a complete obstruction?","3","12","19","0.52777777777777777778"
"d714efc7-b8bc-42a4-afb4-4b4bd128082c","08d - GI - Rectal CA","Let’s change the scenario.  Same patient who comes into your clinic, but on staging MRI, it shows a 4cm anterior rectal mass that invades the muscularis propria and 1-3 abnormal appearing lymph nodes.  This is classified as a T3N1b lesion.  There is no evidence of metastatic disease still.  Let’s change the scenario.","What is the cancer stage now?","1","11","11","1.00000000000000000000"
"d714efc7-b8bc-42a4-afb4-4b4bd128082c","08d - GI - Rectal CA","Let's change the scenario slightly.  The patient now presents on POD 7 with T 38.8C, HR 130, BP 90/60, RR 25 on 2L NC.  He has peritonitis on exam. His WBC is 20,000.  The CT shows gross free air with clear separation of the anastomosis in the pelvis with significant free fluid. You take him to the OR emergently for presumed anastomotic failure.","What are your options for operative management?","4","18","37","0.51388888888888888889"
"d714efc7-b8bc-42a4-afb4-4b4bd128082c","08d - GI - Rectal CA","On POD 7, he returns to the ED with altered bowel habits, some blood per rectum, and pressure in his lower abdomen.  His vital signs are: T 38.4, HR 115, BP 100/65, and RR 25 on RA.  On exam, he is mildly tender to palpation in the lower abdomen.  His WBC is 13,000.  A CT scan shows a few flecks of air posterior to the staple line with stranding and some free fluid.  His vital signs improve with some fluids.","What are your next steps?","4","23","71","0.77173913043478260870"
"d714efc7-b8bc-42a4-afb4-4b4bd128082c","08d - GI - Rectal CA","Per NCCN guidelines, he has Stage 3 rectal CA","What are your options for neoadjuvant therapy?","4","10","16","0.40000000000000000000"
"d714efc7-b8bc-42a4-afb4-4b4bd128082c","08d - GI - Rectal CA","The patient agrees to the LAR with potential diverting loop ileostomy. ","He asks what the potential complications and/or long-term effects are of having his rectum removed?","2","20","34","0.85000000000000000000"
"d714efc7-b8bc-42a4-afb4-4b4bd128082c","08d - GI - Rectal CA","You get an MRI which shows at T2 lesion in the anterior rectum, correlating with proctoscopy, and no lymphadenopathy or other concerning features.  There is no sphincter involvement.  The CT chest/abdomen/pelvis reveals no evidence of metastatic disease.  ","What stage of rectal cancer does this patient have?","1","16","16","1.00000000000000000000"
"d714efc7-b8bc-42a4-afb4-4b4bd128082c","08d - GI - Rectal CA","You perform a successful robotic LAR without the need for diverting loop ileostomy.  He goes home on POD 2.  The pathology comes back pT2 with 20 negative lymph nodes, negative margins.  ","How will you survey this patient in the future?","4","22","67","0.76136363636363636364"
"d97a5b03-8b20-4aa0-9889-41ee36846a1f","12b - Soft tissue - Thyroglossal duct cyst","A 27 year old female presents as a referral to your outpatient clinic for evaluation of a neck mass. This was detected by her PCP on a physical exam while being evaluated for an upper respiratory infection. Her upper respiratory symptoms have since resolved. She has no medical or surgical history. Her family history is unremarkable. She does not take any medications. She has no associated symptoms.","What is your differential diagnosis and how would you proceed with work-up?","5","2","3","0.30000000000000000000"
"d97a5b03-8b20-4aa0-9889-41ee36846a1f","12b - Soft tissue - Thyroglossal duct cyst","A CT (or MRI) is obtained that is consistent with thyroglossal duct cyst. It involves the anterior portion of the hyoid bone. It does not appear to be infected. There is the presence of a normal appearing thyroid gland inferior to the cyst. There is no associated lymphadenopathy. An FNA is performed which shows macrophages and lymphocytes; however, no follicular cells are identified. Thyroid function tests are within normal limits.","What options would you present to this patient for definitive management?","2","2","2","0.50000000000000000000"
"d97a5b03-8b20-4aa0-9889-41ee36846a1f","12b - Soft tissue - Thyroglossal duct cyst","Physical exam reveals a soft, painless approximately 2 cm mass just below the level of the hyoid bone. The mass moves with swallowing and protrusion of the tongue. There is palpable lymphadenopathy in the neck.","What is your working diagnosis at this point and what is your next step in work-up?","4","3","6","0.50000000000000000000"
"d97a5b03-8b20-4aa0-9889-41ee36846a1f","12b - Soft tissue - Thyroglossal duct cyst","The patient is an otherwise healthy surgical candidate, so you offer him a Sistrunk procedure.","Please describe how would you perform a Sistrunk procedure?","6","2","6","0.50000000000000000000"
"d97a5b03-8b20-4aa0-9889-41ee36846a1f","12b - Soft tissue - Thyroglossal duct cyst","The patient undergoes Sistrunk procedure successfully and is discharged home the same day. She presents to your clinic for a postoperative visit. Her final pathology showed a well-differentiated papillary thyroid carcinoma, measuring 1 cm, within the cyst. There are no high risk features identified. Margins are negative.","","2","2","2","0.50000000000000000000"
"dae2dd85-6d1d-463a-80a1-384724c02281","07d - Trauma - TBI","A 35-year-old female arrives to the trauma bay after a MVC. She was the unrestrained front seat passenger in an SUV that rolled over after losing control at highway speed. She was ejected from the vehicle. She has a scalp laceration and hematoma but there are no other obvious signs of trauma. In the field two large bore IVs and a cervical collar were placed. Vitals prior to arrival were Temp 37, HR 55, BP 155/90, RR 10. She arrives on oxygen via NC but is rapidly desaturating. GCS is 8. She has bilateral dilated pupils that are sluggishly reactive","How will you proceed?","7","32","138","0.61607142857142857143"
"dae2dd85-6d1d-463a-80a1-384724c02281","07d - Trauma - TBI","Neurosurgery places an external ventricular drain. ","What are your goals for intracranial pressure and cerebral perfusion pressure?","2","25","46","0.92000000000000000000"
"dae2dd85-6d1d-463a-80a1-384724c02281","07d - Trauma - TBI","No new injuries are identified on secondary survey. Non contrast CT head reveals a non-depressed temporal skull fracture with multiple areas of moderate volume subarachnoid hemorrhage and bilateral edema. There is no midline shift.  Additional imaging shows left 3rd and 4th rib fractures without pneumothorax and no other traumatic injuries. ","Where will you admit this patient and what at are your TBI management priorities? ","14","32","201","0.44866071428571428572"
"dae2dd85-6d1d-463a-80a1-384724c02281","07d - Trauma - TBI","On the third day of admission to the ICU you note increased urine output measuring 4 L in the past 24 hours. ","What are some potential etiologies and what tests would you like to order, if any?","7","25","67","0.38285714285714285714"
"dae2dd85-6d1d-463a-80a1-384724c02281","07d - Trauma - TBI","Repeat CT head shows stable subarachnoid hemorrhage but now the ICU nurse notifies you that the ICP has been elevated at 30 for >15 minutes. The EVD seems to be functioning properly. There are no changes on your neuro exam. You resume sedation and appropriate pain control. ","What other targeted therapies can you use to reduce ICP?","6","27","69","0.42592592592592592593"
"dae2dd85-6d1d-463a-80a1-384724c02281","07d - Trauma - TBI","The next morning you do a neuro exam and calculate a GCS of 5T, previously 8T. ICP is 15. ","What would you like to do? ","1","18","18","1.00000000000000000000"
"dae2dd85-6d1d-463a-80a1-384724c02281","07d - Trauma - TBI","You confirm central diabetes insipidus by low urine osmolality and plasma hyperosmolality. ","What is the treatment?","2","20","23","0.57500000000000000000"
"dae2dd85-6d1d-463a-80a1-384724c02281","07d - Trauma - TBI","You perform several maneuvers to decrease the patient's ICP. How would you like to proceed?","","5","33","116","0.70303030303030303030"
"dae2dd85-6d1d-463a-80a1-384724c02281","07d - Trauma - TBI","You place an ETT to secure the airway while maintaining in line cervical stabilization. Correct tube positioning was confirmed by color capnography. She has bilateral breath sounds. Distal pulses are palpable in all four extremities. Vitals are HR 55, BP 160/90, RR 12, SPO2 99% on 100%FiO2. You give propofol and fentanyl for sedation and analgesia. Pupils remain dilated and are still sluggish to react. You see no obvious hemorrhage or other signs of trauma after exposure. ","What initial maneuvers or interventions are important in severe TBI patients especially when you are concerned about impending herniation?","3","31","79","0.84946236559139784946"
"dca4d296-687b-4992-9ee2-ae87fabc8662","11c - GI - Anal fissure","A 55-year-old male presents to your clinic complaining of perianal pain and rectal pressure. He states that with each bowel movement, the pain feels razor-like and sharp.  The pain is usually worst when he passes the bowel movement and then improves thereafter.  He states that he has intermittent constipation and sometimes passes hard stools.  He occasionally takes fiber and sometimes a stool softener to help with the constipation.  He notices some blood on the toilet paper when he wipes.  He has hypertension.  He has never had a colonoscopy.  He has no family history of colon or rectal cancer. 

In clinic, his vitals are completely normal. You perform an anorectal exam and you notice that there is a tear in the anoderm in the posterior midline. It is very tender to palpation and he cannot tolerate a digital rectal exam.","What are your leading diagnoses?","4","9","23","0.63888888888888888889"
"dca4d296-687b-4992-9ee2-ae87fabc8662","11c - GI - Anal fissure","How long should the incision of the internal sphincter be?","","1","8","8","1.00000000000000000000"
"dca4d296-687b-4992-9ee2-ae87fabc8662","11c - GI - Anal fissure","Is there a preferred location for the sphincterotomy?","","2","9","10","0.55555555555555555556"
"dca4d296-687b-4992-9ee2-ae87fabc8662","11c - GI - Anal fissure","The patient agrees to Botox injection.","How long does Botox usually last?","1","8","8","1.00000000000000000000"
"dca4d296-687b-4992-9ee2-ae87fabc8662","11c - GI - Anal fissure","The patient returns about 3 months later.  His pain is only marginally improved.  On exam the fissure is still there.","How do you want to proceed?","2","8","11","0.68750000000000000000"
"dca4d296-687b-4992-9ee2-ae87fabc8662","11c - GI - Anal fissure","The patient sees you post-operatively and his fissure and surgical site have healed.","He asks if there is anything else he needs to do?","1","8","8","1.00000000000000000000"
"dca4d296-687b-4992-9ee2-ae87fabc8662","11c - GI - Anal fissure","What is the risk of gas or fecal incontinence with either approach?","","1","5","5","1.00000000000000000000"
"dca4d296-687b-4992-9ee2-ae87fabc8662","11c - GI - Anal fissure","You advise the patient that he needs to prevent constipation and passing hard stools by taking fiber and stool softeners and drinking plenty of water. You prescribe him nifedipine compound topical cream.  He returns to clinic in 2 months.  He is still complaining of the same pain despite being compliant with his medications.  On exam, the fissure is still present.","What are your options for next steps?","2","9","17","0.94444444444444444444"
"dca4d296-687b-4992-9ee2-ae87fabc8662","11c - GI - Anal fissure","You counsel this patient that he has what appears to be a posterior midline anal fissure.","What are your options for treatment?","5","9","26","0.57777777777777777778"
"dca4d296-687b-4992-9ee2-ae87fabc8662","11c - GI - Anal fissure","You perform another Botox injection.  This is unsuccessful after 3 months.  You offer him a lateral internal sphincterotomy.  ","Please describe this procedure (ok to describe either Open or Closed):","10","8","35","0.43750000000000000000"
"e2b0c503-1925-4f8e-a6eb-277cf2b654a2","04d - GI - EGD foreign body","Changing the scenario again -- the parents now report that the patient ingested a button battery. ","How would you like to manage this scenario?","3","34","62","0.60784313725490196078"
"e2b0c503-1925-4f8e-a6eb-277cf2b654a2","04d - GI - EGD foreign body","CXR shows battery in the distal esophagus, 15 mm diameter. Patient is asymptomatic. ","What would you like to do?","2","54","80","0.74074074074074074074"
"e2b0c503-1925-4f8e-a6eb-277cf2b654a2","04d - GI - EGD foreign body","On the same patient, when you do the initial EGD, you see the same esophageal mucosal injuries and edema but this time there is a 2 cm gastric ulcer? You also cannot find the battery.","How would you proceed?","2","53","81","0.76415094339622641509"
"e2b0c503-1925-4f8e-a6eb-277cf2b654a2","04d - GI - EGD foreign body","Rigid esophagoscopy removes the coin successfully. The patient does well. Let’s say instead now that the coin is in the stomach and the patient is asymptomatic. The parents are asking if the patient needs a procedure for the coin to be removed.
","How do you respond?","1","60","60","1.00000000000000000000"
"e2b0c503-1925-4f8e-a6eb-277cf2b654a2","04d - GI - EGD foreign body","What if instead the parents report he had swallowed two magnets. You obtain x-rays and see the two magnets are stuck together within the stomach. He is completely asymptomatic.","What is the next best step?","2","31","37","0.59677419354838709677"
